tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
24.1,17.7,31.9,0.0,,,9.4,,,
26.6,16.6,34.3,0.0,,,7.7,,,
28.9,22.5,36.7,0.0,,,13.1,,,
30.4,23.1,38.0,0.0,,115.4,14.5,,,
25.2,22.0,29.7,0.0,,208.3,12.8,,,
23.2,19.0,28.1,0.0,,260.4,15.6,,,
22.8,18.0,28.6,0.0,,278.3,18.7,,,
22.0,14.9,30.5,0.0,,,8.9,,,
23.9,16.1,37.8,0.0,,,17.3,,,
27.1,21.9,36.6,4.1,,79.1,19.2,,,
29.3,22.5,36.2,0.0,,56.2,13.8,,,
30.7,22.4,39.7,0.0,,,,,,
27.6,20.6,33.3,0.0,,,,,,
24.9,19.9,32.7,0.0,,226.3,13.8,,,
25.5,19.0,34.0,0.0,,234.1,9.7,,,
27.6,18.0,40.5,0.0,,,8.8,,,
30.2,20.4,37.8,0.0,,37.8,10.4,,,
29.1,26.6,37.3,0.0,,,11.5,,,
30.8,22.8,39.4,0.0,,21.3,13.5,,,
30.4,24.5,37.3,0.0,,,13.0,,,
32.3,22.0,41.9,0.0,,,8.1,,,
27.9,25.0,33.9,0.0,,,16.7,,,
24.8,,31.5,0.0,,,,,,
24.6,16.8,33.9,0.0,,225.3,12.3,,,
27.8,19.0,36.7,0.0,,,11.7,,,
29.6,21.9,38.7,0.0,,,11.1,,,
30.9,22.0,38.8,0.0,,,9.7,,,
29.9,21.9,37.9,0.0,,,,,,
30.6,22.4,38.7,0.0,,,13.8,,,
30.1,24.0,38.2,0.0,,,13.7,,,
30.8,23.7,38.4,0.0,,,,,,
31.1,24.4,39.2,0.0,,,9.8,,,
31.2,23.2,41.3,0.0,,,10.8,,,
30.9,24.2,40.5,0.0,,,8.8,,,
31.6,24.1,42.5,0.0,,,11.2,,,
31.3,25.0,41.1,0.0,,,11.4,,,
29.7,20.4,39.5,0.0,,,,,,
31.8,21.4,42.9,0.0,,,7.8,,,
32.4,23.2,38.8,0.0,,,10.5,,,
31.8,26.0,40.5,0.0,,216.4,13.8,,,
31.6,24.8,42.0,0.0,,208.7,12.9,,,
30.9,24.0,40.8,0.0,,,11.9,,,
32.5,23.0,41.6,0.0,,,10.8,,,
30.5,,38.5,0.0,,,,,,
30.2,23.0,37.4,0.0,,,10.5,,,
30.6,23.4,42.6,0.0,,,8.3,,,
30.9,23.2,41.2,0.0,,,8.9,,,
31.5,22.6,41.8,0.0,,,8.1,,,
34.4,24.0,45.8,0.0,,,9.2,,,
34.2,26.9,44.2,0.0,,,14.3,,,
33.1,25.0,43.1,0.0,,,13.1,,,
33.4,22.7,43.8,0.0,,,12.6,,,
34.1,26.2,42.9,0.0,,229.1,12.7,,,
33.7,27.6,40.5,0.0,,247.2,13.4,,,
33.6,26.9,40.3,0.0,,,12.4,,,
31.9,27.0,39.0,0.0,,,12.5,,,
31.5,,41.8,0.0,,,,,,
30.8,26.0,39.0,0.0,,,11.2,,,
30.0,,,,,,,,,
33.4,24.0,42.0,,,,9.6,,,
33.4,26.0,42.0,,,,9.9,,,
33.3,30.0,42.0,,,,15.7,,,
33.6,26.0,41.0,,,,11.4,,,
32.5,25.0,41.0,,,,10.4,,,
32.9,26.0,40.0,,,,10.3,,,
32.3,25.0,39.0,,,,8.9,,,
33.1,29.0,40.0,,,,12.9,,,
34.6,28.0,44.0,,,78.3,10.4,,,
33.9,27.0,43.0,,,,11.3,,,
33.4,25.0,41.0,,,,8.4,,,
34.3,27.0,42.0,,,,8.5,,,
34.8,28.0,44.0,,,,10.7,,,
34.9,27.0,40.0,,,,14.3,,,
33.9,31.0,37.0,,,,14.6,,,
32.9,29.0,38.0,,,,13.2,,,
33.3,28.0,37.0,,,,9.5,,,
35.6,,,,,,,,,
34.1,,,,,,,,,
33.5,28.0,38.0,,,,12.9,,,
33.3,29.0,39.0,,,,14.3,,,
35.2,,,,,,,,,
35.9,31.0,42.0,,,,12.5,,,
34.7,30.0,43.0,,,,10.2,,,
34.4,29.0,42.0,,,,8.1,,,
35.3,28.0,45.0,,,,10.5,,,
33.9,32.0,39.0,,,,13.2,,,
36.8,,,,,,,,,
35.5,,,,,,,,,
36.7,32.0,42.0,,,89.1,13.4,,,
35.8,31.0,41.0,,,,13.5,,,
35.6,32.0,40.0,,,,12.5,,,
36.3,,,,,,,,,
35.7,33.0,38.0,,,,15.1,,,
35.4,32.0,39.0,,,219.8,19.9,,,
36.6,30.0,42.0,,,,15.5,,,
34.7,32.0,39.0,,,233.9,15.8,,,
35.6,31.0,40.0,,,,17.8,,,
35.8,28.0,43.0,,,,9.1,,,
34.9,32.0,39.0,,,,12.1,,,
34.8,32.0,41.0,,,,13.2,,,
35.7,31.0,39.0,,,,11.6,,,
35.1,30.0,42.0,,,,8.6,,,
35.1,31.0,42.0,,,227.3,13.7,,,
34.7,30.0,40.0,,,221.8,16.3,,,
34.8,30.0,41.0,,,220.7,17.4,,,
34.9,,,,,,,,,
35.4,30.0,42.0,,,232.6,12.3,,,
34.9,,,,,,,,,
35.5,29.0,41.0,,,219.1,10.3,,,
34.6,27.0,40.0,,,,10.8,,,
35.6,26.0,43.0,,,,11.4,,,
35.1,,,,,,,,,
35.6,30.0,44.0,,,214.0,15.8,,,
35.4,30.0,44.0,,,214.8,16.5,,,
35.1,29.0,40.0,,,,15.7,,,
35.1,,,,,,,,,
35.7,32.0,41.0,,,,11.2,,,
35.2,,,,,,,,,
35.7,,,,,,,,,
35.2,32.0,40.0,,,,10.2,,,
37.2,31.0,43.0,,,88.9,16.7,,,
36.6,33.0,42.0,,,95.1,19.8,,,
35.4,,,,,,,,,
34.9,33.0,39.0,,,,17.1,,,
34.7,32.0,39.0,,,,17.2,,,
35.7,30.0,41.0,,,,10.8,,,
37.1,27.0,45.0,,,,8.9,,,
37.5,31.0,43.0,,,75.3,9.8,,,
38.2,32.0,46.0,,,79.9,12.9,,,
38.2,33.0,45.0,,,,12.8,,,
37.1,32.0,44.0,,,,11.3,,,
35.5,29.0,42.0,,,,8.5,,,
36.2,30.0,43.0,,,,6.5,,,
37.3,33.0,41.0,,,,14.0,,,
36.6,31.0,44.0,,,,9.5,,,
35.3,32.0,41.0,,,,8.7,,,
36.2,30.0,45.0,,,,10.5,,,
34.8,29.0,41.0,,,,9.8,,,
34.9,32.0,39.0,,,,12.9,,,
36.5,33.0,42.0,,,,13.2,,,
36.1,29.0,45.0,,,,10.1,,,
34.9,29.0,42.0,,,,8.9,,,
37.1,27.0,45.0,,,58.7,10.6,,,
37.1,,,,,,,,,
37.3,,,,,,,,,
37.4,30.0,45.0,,,,8.2,,,
37.5,35.0,44.0,,,105.7,17.3,,,
36.3,,,,,,,,,
36.3,30.0,43.0,,,,9.4,,,
35.4,,,,,,,,,
34.8,30.0,42.0,,,,11.9,,,
35.9,,,,,,,,,
35.7,32.0,40.0,,,,15.9,,,
34.9,30.0,41.0,,,321.6,10.3,,,
34.7,33.0,40.0,,,,15.2,,,
35.4,31.0,43.8,,,,9.4,,,
31.6,,44.6,0.0,,,,,,
34.8,27.7,42.9,0.0,,,,,,
35.1,26.2,44.0,0.0,,34.3,9.6,,,
35.5,29.0,44.0,0.0,,,9.6,,,
33.5,27.0,40.0,0.0,,,11.6,,,
34.6,28.0,43.0,0.0,,359.8,9.3,,,
35.3,27.8,44.8,59.9,,329.7,9.3,,,
35.9,27.7,,0.0,,,,,,
35.3,27.5,43.8,0.0,,,,,,
33.6,29.0,41.3,0.0,,,9.5,,,
35.2,26.0,43.3,0.0,,38.0,11.5,,,
35.4,27.7,42.8,0.0,,70.1,23.6,,,
34.2,30.0,39.7,,,91.7,19.7,,,
32.8,29.9,40.0,0.0,,,10.1,,,
32.1,30.0,38.0,0.0,,299.6,14.6,,,
32.2,26.0,38.8,0.0,,,9.1,,,
32.7,27.0,41.8,0.0,,,10.4,,,
32.2,24.8,41.8,0.0,,,14.6,,,
32.3,23.6,41.0,0.0,,,9.0,,,
32.0,26.7,38.3,0.0,,,12.5,,,
33.1,26.4,41.0,0.0,,,9.3,,,
33.2,30.7,42.2,0.0,,,,,,
32.3,24.9,40.4,0.0,,,7.0,,,
33.4,26.5,44.7,0.0,,,,,,
32.2,24.5,42.6,0.0,,,6.9,,,
33.6,25.8,44.2,0.0,,,,,,
31.9,23.7,42.9,0.0,,,,,,
32.8,23.4,41.6,0.0,,57.6,12.5,,,
30.6,21.3,42.0,0.0,,,9.4,,,
30.7,20.9,40.8,0.0,,,8.3,,,
30.8,23.5,41.5,0.0,,,13.6,,,
29.8,23.2,41.4,0.0,,,8.7,,,
30.3,22.4,41.1,0.0,,,9.8,,,
30.6,21.0,41.9,0.0,,,8.7,,,
30.6,21.6,41.3,0.0,,122.1,11.2,,,
30.7,22.5,40.4,0.0,,6.6,9.3,,,
30.5,22.4,38.9,0.0,,,11.2,,,
31.2,21.5,40.1,0.0,,,15.1,,,
30.1,24.4,38.3,0.0,,,10.4,,,
29.3,19.2,39.1,0.0,,,9.6,,,
28.8,19.3,39.7,0.0,,29.6,11.7,,,
29.2,19.4,37.5,0.0,,,12.3,,,
30.7,26.5,36.3,0.0,,,8.5,,,
31.4,23.8,39.0,0.0,,,,,,
29.7,22.8,39.0,0.0,,68.1,11.3,,,
28.1,22.0,38.1,0.0,,,10.2,,,
27.2,17.8,37.4,0.0,,30.9,12.3,,,
28.0,19.3,37.3,0.0,,,10.2,,,
27.9,22.9,34.2,0.0,,,11.5,,,
28.2,21.8,35.9,0.0,,,8.1,,,
28.6,24.0,37.1,0.0,,,12.7,,,
28.2,23.0,38.4,0.0,,,9.2,,,
27.5,19.0,37.1,0.0,,,9.1,,,
27.2,17.9,35.6,0.0,,,8.4,,,
28.3,21.8,34.9,0.0,,,10.2,,,
27.6,22.4,34.2,0.0,,,12.1,,,
27.8,21.5,35.0,0.0,,,8.0,,,
28.1,20.2,37.2,0.0,,,7.7,,,
27.8,22.5,36.5,0.0,,,,,,
28.8,20.5,36.6,0.0,,49.8,13.9,,,
29.2,20.0,38.0,0.0,,69.4,14.4,,,
26.8,18.8,36.5,0.0,,,11.6,,,
26.3,18.5,35.6,0.0,,,,,,
26.7,18.0,35.0,0.0,,,8.6,,,
25.8,21.6,36.4,0.0,,60.7,15.4,,,
28.0,17.4,37.1,0.0,,,13.1,,,
27.8,21.3,35.1,0.0,,,7.7,,,
27.4,24.7,30.7,0.0,,,8.8,,,
27.3,24.0,31.6,0.0,,,8.0,,,
26.8,21.0,32.4,0.0,,,8.6,,,
26.8,21.4,33.2,0.0,,,8.9,,,
26.0,21.8,32.5,0.0,,,9.0,,,
24.8,18.1,33.6,0.0,,,,,,
24.8,21.0,33.2,0.0,,,11.3,,,
25.2,20.0,31.3,0.0,,,9.6,,,
24.3,18.0,33.0,0.0,,,12.0,,,
23.9,15.6,31.2,0.0,,,8.4,,,
24.5,17.7,31.4,0.0,,,9.0,,,
24.3,17.7,31.4,0.0,,,7.7,,,
24.3,,32.2,0.0,,,,,,
24.7,18.0,34.1,0.0,,,7.4,,,
24.4,20.9,30.4,0.0,,,7.7,,,
24.6,17.9,31.1,0.0,,197.2,8.5,,,
25.4,20.7,32.1,0.0,,,11.3,,,
24.5,19.6,32.4,0.0,,39.0,8.2,,,
24.1,19.0,34.6,0.0,,,6.6,,,
23.6,16.0,32.7,0.0,,,6.3,,,
23.5,17.0,31.2,0.0,,6.9,7.2,,,
24.2,18.0,31.2,0.0,,,8.3,,,
24.5,18.5,31.2,0.0,,184.9,9.8,,,
25.2,21.3,31.4,0.0,,,,,,
25.3,19.4,30.1,0.0,,242.1,20.1,,,
24.0,20.0,27.8,0.0,,273.2,22.4,,,
22.6,18.9,27.5,0.0,,220.7,16.5,,,
21.8,18.0,27.6,0.0,,214.5,13.1,,,
21.9,15.7,29.3,0.0,,,9.7,,,
22.9,15.0,31.2,0.0,,,12.5,,,
23.1,18.4,30.0,0.0,,,12.6,,,
22.4,15.6,30.1,0.0,,,8.6,,,
22.7,16.5,28.7,0.0,,,,,,
22.3,16.2,29.8,0.0,,76.6,7.7,,,
22.9,16.1,30.3,0.0,,,7.8,,,
23.1,17.0,29.9,0.0,,,9.3,,,
23.4,17.2,28.0,0.0,,212.2,12.4,,,
24.6,19.8,29.1,0.0,,227.3,15.7,,,
23.5,23.0,27.2,0.0,,274.6,27.2,,,
21.7,18.0,27.6,0.0,,,11.4,,,
21.0,13.7,28.8,50.0,,,11.2,,,
21.2,14.3,28.9,0.0,,,7.7,,,
21.7,14.9,29.2,0.0,,,7.4,,,
21.0,15.0,28.7,0.0,,,6.4,,,
20.8,14.5,28.3,0.0,,,7.8,,,
20.7,13.7,28.1,0.0,,,7.8,,,
20.9,14.6,27.1,0.0,,211.9,13.3,,,
20.2,14.7,26.3,0.0,,,8.6,,,
20.4,13.9,27.1,0.0,,,9.3,,,
21.9,13.2,28.0,0.0,,,6.9,,,
21.3,20.0,24.5,0.0,,260.6,13.5,,,
19.4,15.5,25.0,0.0,,,9.4,,,
18.8,12.0,26.5,0.0,,,5.6,,,
18.6,12.1,25.2,0.0,,,7.0,,,
19.3,11.9,25.1,0.0,,220.3,16.2,,,
17.5,13.9,22.7,0.0,,267.8,9.5,,,
16.7,9.6,24.4,0.0,,,5.6,,,
18.2,10.0,25.6,0.0,,,12.2,,,
18.7,12.1,26.9,0.0,,,6.2,,,
18.7,11.4,25.8,0.0,,,6.9,,,
19.2,13.0,27.7,0.0,,126.0,10.3,,,
21.0,12.3,29.6,0.0,,141.8,10.2,,,
22.1,14.0,29.4,0.0,,131.6,11.1,,,
21.4,17.1,27.4,0.0,,195.8,7.4,,,
21.0,15.9,24.6,0.0,,,15.4,,,
16.6,15.0,19.2,0.0,,272.9,24.0,,,
14.8,10.9,19.4,0.0,,,10.5,,,
14.9,10.0,19.0,0.0,,232.5,13.9,,,
15.4,10.9,21.2,0.0,,211.3,11.3,,,
16.2,10.0,24.2,0.0,,83.9,12.4,,,
17.6,15.5,21.1,0.5,,,7.8,,,
19.1,15.4,23.4,1.8,,,,,,
20.2,17.3,23.0,7.9,,,9.5,,,
16.1,15.0,20.0,18.5,,,16.0,,,
15.3,13.9,17.4,65.0,,,10.8,,,
14.4,12.0,19.0,11.7,,338.8,10.1,,,
14.3,10.0,19.4,0.0,,30.9,9.2,,,
13.9,8.9,19.7,0.0,,,12.1,,,
15.2,8.5,21.9,0.0,,,6.2,,,
16.6,9.5,22.6,0.0,,,,,,
18.4,13.8,23.0,0.0,,,6.6,,,
18.6,14.8,21.3,0.0,,60.1,10.8,,,
19.7,16.3,23.5,0.0,,,12.9,,,
18.3,16.0,22.1,0.0,,,13.9,,,
18.6,11.3,24.3,0.0,,,8.4,,,
19.6,16.5,22.0,0.0,,,13.9,,,
19.6,17.0,23.7,0.0,,,12.7,,,
17.0,14.7,21.7,0.0,,,15.1,,,
16.3,8.4,24.0,0.0,,,6.5,,,
18.8,11.7,26.3,0.0,,,7.0,,,
16.9,14.4,20.4,0.0,,280.5,34.3,,,
17.4,15.1,20.1,0.0,,282.7,20.9,,,
17.5,15.9,19.7,0.0,,264.5,21.5,,,
15.1,12.0,19.2,0.0,,282.9,15.5,,,
12.6,6.0,18.9,0.0,,,11.0,,,
12.6,4.5,19.4,0.0,,38.1,7.3,,,
13.3,10.0,20.5,0.0,,58.0,8.6,,,
14.7,5.7,24.2,0.0,,62.5,9.4,,,
16.1,6.0,24.4,0.0,,,7.6,,,
18.9,9.1,25.2,0.0,,,,,,
19.3,7.4,28.5,0.0,,,,,,
18.8,11.0,28.6,0.0,,65.5,8.7,,,
19.3,12.1,29.2,0.0,,,9.2,,,
20.3,13.0,29.4,0.0,,136.3,9.0,,,
21.8,14.5,32.9,0.0,,,,,,
20.3,14.3,26.3,0.0,,,7.3,,,
19.7,14.5,27.8,0.0,,263.2,6.6,,,
19.8,14.8,29.0,0.0,,,6.9,,,
20.2,10.7,29.8,0.0,,,7.7,,,
21.8,13.4,28.3,0.0,,,13.9,,,
18.6,17.0,21.0,0.0,,260.0,23.6,,,
18.6,15.2,23.6,0.0,,,11.5,,,
18.4,14.0,24.3,0.0,,,8.4,,,
17.7,11.3,24.6,0.0,,,7.1,,,
17.7,9.8,25.7,0.0,,,7.3,,,
20.6,9.9,31.3,0.0,,,7.1,,,
22.2,12.5,31.9,0.0,,,7.0,,,
21.8,12.7,29.8,0.0,,294.6,13.0,,,
19.9,17.0,25.8,0.0,,216.0,12.2,,,
19.2,14.0,24.9,0.0,,226.2,14.6,,,
19.2,15.4,27.1,0.0,,,9.2,,,
19.4,12.9,29.9,0.0,,,8.1,,,
22.9,12.2,32.7,0.0,,,10.8,,,
20.3,18.0,24.5,0.0,,233.5,16.7,,,
19.6,14.6,23.7,0.0,,,9.7,,,
20.7,15.2,26.9,0.0,,,9.3,,,
21.1,15.3,28.1,0.0,,,9.9,,,
19.4,14.1,26.6,0.0,,,8.9,,,
22.3,14.8,32.3,0.3,,,8.2,,,
21.5,11.7,32.5,0.0,,,10.8,,,
21.4,10.5,33.6,0.0,,,7.7,,,
22.6,11.2,34.7,0.0,,,8.1,,,
24.0,14.2,34.8,0.0,,,10.2,,,
24.0,15.6,32.9,0.0,,,9.0,,,
21.9,18.0,29.0,0.0,,,11.8,,,
23.3,16.0,31.8,0.0,,210.8,11.4,,,
23.7,17.5,32.4,0.0,,,12.4,,,
26.2,17.8,35.3,0.0,,,8.7,,,
26.8,17.5,35.4,0.0,,,,,,
24.2,19.9,31.4,0.0,,223.5,12.9,,,
22.8,17.4,31.2,0.0,,,12.2,,,
22.8,17.1,32.7,0.0,,,7.7,,,
24.9,16.7,36.1,0.0,,,8.4,,,
25.4,20.3,37.3,0.0,,,12.1,,,
24.6,13.9,35.6,0.0,,,9.5,,,
26.8,16.7,36.6,0.0,,,11.5,,,
26.3,17.9,37.3,0.0,,,11.5,,,
25.4,16.3,35.0,0.0,,,9.5,,,
25.9,17.5,36.0,0.0,,103.0,10.8,,,
27.2,17.3,36.6,0.0,,,11.0,,,
28.0,18.5,38.0,0.0,,174.2,13.7,,,
28.7,20.5,38.1,0.0,,196.8,16.7,,,
25.3,21.0,32.7,0.0,,222.2,17.5,,,
24.6,16.8,32.1,0.0,,210.3,12.4,,,
27.3,21.0,35.3,0.0,,,14.1,,,
26.2,20.0,36.1,0.0,,217.8,12.3,,,
28.3,18.3,35.9,59.9,,95.7,13.0,,,
28.8,24.3,36.2,0.0,,,12.3,,,
27.8,25.9,35.7,0.0,,,14.8,,,
27.6,21.5,36.0,0.0,,,10.8,,,
27.2,20.5,36.1,0.0,,,,,,
27.8,21.5,33.3,0.0,,,13.4,,,
28.4,23.8,33.7,0.0,,,,,,
26.2,21.7,30.3,,,230.9,15.4,,,
28.4,21.0,36.4,0.0,,,10.8,,,
31.0,21.5,40.2,0.0,,,12.2,,,
28.7,22.8,38.5,0.0,,,8.4,,,
28.6,19.2,38.4,0.0,,,9.2,,,
26.3,23.0,31.8,0.0,,243.2,13.3,,,
25.2,19.7,31.7,0.0,,,,,,
26.2,16.4,36.1,0.0,,,8.3,,,
24.8,20.0,31.1,0.0,,,9.2,,,
24.4,17.5,31.4,0.0,,,9.1,,,
26.2,18.0,33.6,0.0,,,9.8,,,
27.4,19.0,37.4,0.0,,,8.8,,,
29.1,17.9,40.1,0.0,,,9.6,,,
29.2,19.8,39.6,0.0,,273.5,10.3,,,
28.4,20.0,39.0,0.0,,234.6,10.4,,,
28.5,18.6,38.1,0.0,,,9.5,,,
29.0,18.0,38.0,0.0,,,9.4,,,
30.3,22.8,36.2,0.0,,,10.6,,,
30.8,22.7,38.0,0.0,,,11.3,,,
31.6,24.1,39.9,0.0,,248.5,10.6,,,
32.8,22.7,39.8,0.0,,,9.4,,,
33.3,25.0,42.4,0.0,,,9.9,,,
34.4,27.0,43.0,0.0,,,16.4,,,
32.1,24.9,39.0,0.0,,253.1,16.8,,,
31.6,26.0,37.4,0.0,,,14.3,,,
32.9,24.0,44.1,0.0,,,10.1,,,
33.9,23.5,44.8,0.0,,,10.6,,,
31.8,23.0,43.6,0.0,,,10.3,,,
33.4,22.3,44.0,0.0,,150.4,10.7,,,
34.1,23.7,42.3,0.0,,,9.8,,,
34.6,25.5,41.8,0.0,,234.5,13.7,,,
34.2,24.3,42.1,0.0,,257.7,11.6,,,
34.1,26.8,41.4,0.0,,,11.4,,,
33.0,24.0,42.7,0.0,,227.4,12.0,,,
33.7,24.7,43.2,0.0,,223.8,13.3,,,
33.4,27.4,39.8,0.0,,235.7,14.2,,,
32.6,27.8,39.5,0.0,,229.7,18.4,,,
31.6,28.0,37.0,0.0,,229.2,19.3,,,
30.6,25.9,38.0,0.0,,217.9,18.9,,,
30.0,22.0,39.5,0.0,,203.3,11.8,,,
30.8,22.0,39.4,0.0,,,7.3,,,
32.2,21.8,42.8,0.0,,11.2,11.9,,,
33.8,24.8,42.9,0.0,,154.7,15.3,,,
34.0,28.0,41.8,0.0,,,15.0,,,
33.2,25.2,44.0,0.0,,,13.1,,,
34.2,25.8,44.4,0.0,,194.5,11.5,,,
34.3,26.0,44.2,0.0,,239.9,12.3,,,
34.7,27.0,42.2,0.0,,,11.2,,,
33.9,25.3,41.2,0.0,,225.3,12.8,,,
34.3,28.8,41.0,0.0,,230.4,14.7,,,
33.8,25.2,40.0,0.0,,224.8,11.6,,,
34.2,25.3,42.0,0.0,,,7.9,,,
34.8,27.3,42.3,0.0,,,11.4,,,
33.3,28.0,38.0,0.0,,,8.4,,,
32.4,27.8,38.6,0.0,,,9.7,,,
31.8,27.5,37.3,0.0,,253.2,10.2,,,
31.9,26.0,38.7,0.0,,232.7,13.8,,,
31.3,25.9,38.2,0.0,,229.3,14.4,,,
31.5,25.9,38.5,0.0,,234.0,13.0,,,
32.1,27.5,38.2,0.0,,,,,,
31.4,26.0,36.7,0.0,,218.4,17.9,,,
30.7,27.0,36.5,0.0,,218.2,20.2,,,
31.1,26.5,37.2,0.0,,215.7,19.2,,,
32.1,26.7,39.6,0.0,,217.6,16.1,,,
32.4,26.5,43.0,0.0,,226.3,15.0,,,
32.5,27.4,38.2,0.0,,232.6,13.4,,,
32.4,28.5,37.6,0.0,,236.4,13.0,,,
32.2,28.0,39.2,0.0,,233.1,11.9,,,
32.9,24.7,40.7,0.0,,,7.7,,,
34.6,25.6,41.0,0.0,,,9.9,,,
34.7,29.0,42.6,0.0,,235.1,13.2,,,
33.1,24.0,41.0,0.0,,,10.7,,,
35.2,25.7,43.5,0.0,,237.6,12.7,,,
34.1,27.8,44.5,0.0,,,9.8,,,
33.3,25.2,42.9,0.0,,,11.0,,,
34.1,28.0,46.0,0.0,,,9.8,,,
38.1,29.0,48.0,0.0,,26.0,11.5,,,
37.1,25.5,45.4,0.0,,,9.6,,,
35.4,27.9,44.9,0.0,,,10.4,,,
34.9,28.8,42.3,0.0,,,11.6,,,
34.2,26.8,40.0,0.0,,235.6,12.9,,,
33.3,25.5,40.2,0.0,,225.5,12.4,,,
33.4,27.9,40.7,0.0,,241.8,10.7,,,
34.4,27.4,43.0,0.0,,,8.4,,,
34.1,29.4,42.1,0.0,,,8.8,,,
34.9,29.6,43.9,0.0,,,8.2,,,
34.5,28.5,44.2,0.0,,,9.1,,,
35.1,29.4,43.0,0.0,,,10.1,,,
34.9,28.9,42.0,0.0,,229.0,12.2,,,
34.5,29.0,43.3,0.0,,224.6,10.4,,,
37.1,28.6,45.7,0.0,,,9.2,,,
38.2,32.0,45.0,0.0,,90.2,15.5,,,
37.5,32.0,46.0,0.0,,,11.4,,,
36.1,31.0,46.5,0.0,,14.3,10.3,,,
34.4,27.7,42.2,0.0,,,9.0,,,
34.2,26.8,43.5,0.0,,,8.8,,,
33.7,27.6,41.1,0.0,,350.6,8.4,,,
35.6,27.0,46.4,0.0,,,7.7,,,
36.5,28.9,47.0,0.0,,,10.7,,,
38.1,28.4,46.5,0.0,,,9.7,,,
37.7,29.2,47.2,0.0,,,10.6,,,
36.9,30.0,45.7,0.0,,74.4,11.0,,,
36.7,30.0,44.6,0.0,,,11.5,,,
34.8,29.2,42.6,0.0,,,9.8,,,
37.3,27.9,44.5,0.0,,,8.3,,,
37.2,32.0,47.2,0.0,,,11.3,,,
35.1,29.7,40.3,0.0,,,9.5,,,
35.7,29.6,44.7,0.0,,,9.8,,,
35.9,32.7,45.0,0.0,,,10.2,,,
35.8,32.0,45.8,0.0,,,10.3,,,
36.1,29.1,44.8,0.0,,57.1,11.1,,,
36.9,30.2,45.2,0.0,,,13.5,,,
36.6,32.7,44.0,0.0,,,18.5,,,
34.0,31.7,38.9,0.0,,103.3,21.4,,,
33.5,30.0,38.2,0.0,,102.1,22.9,,,
34.4,29.8,40.7,0.0,,97.3,15.2,,,
35.4,30.8,42.1,0.0,,,10.8,,,
35.4,30.0,40.8,0.0,,,8.1,,,
35.3,31.0,41.4,0.0,,,8.6,,,
35.7,30.4,41.9,0.0,,,9.3,,,
34.7,31.0,41.4,0.0,,254.3,9.3,,,
34.4,28.7,40.4,0.0,,,9.2,,,
36.3,30.6,44.0,0.0,,338.9,12.1,,,
36.2,31.5,42.2,0.0,,,8.5,,,
37.3,30.7,45.4,0.0,,,,,,
36.6,28.2,45.2,0.0,,,8.6,,,
36.2,28.2,44.2,0.0,,,9.7,,,
35.3,27.6,44.6,0.0,,,10.3,,,
36.1,29.6,44.7,0.0,,82.8,10.6,,,
35.7,27.5,44.0,0.0,,,,,,
34.9,27.9,44.2,0.0,,,11.4,,,
35.7,27.0,43.8,0.0,,,10.1,,,
34.9,32.8,43.3,0.0,,,14.8,,,
34.0,27.6,42.2,0.0,,180.4,12.0,,,
33.5,26.0,42.1,0.0,,,10.6,,,
33.2,27.0,41.6,0.0,,,7.7,,,
34.3,26.8,45.0,0.0,,,8.3,,,
33.6,25.6,43.3,0.0,,,8.3,,,
34.3,25.7,45.2,0.0,,,14.3,,,
35.8,27.6,45.2,0.0,,89.3,12.3,,,
35.1,31.9,42.3,0.0,,100.2,15.1,,,
33.9,30.5,40.9,0.0,,76.1,11.0,,,
32.9,27.8,40.3,0.0,,,10.5,,,
32.8,29.9,41.0,0.0,,,13.8,,,
32.3,26.8,39.2,0.0,,,9.6,,,
32.8,26.7,40.8,0.0,,,9.2,,,
35.6,27.2,44.4,0.0,,97.1,13.3,,,
35.1,29.0,43.1,0.0,,99.4,15.3,,,
33.6,28.0,40.2,0.0,,138.5,12.5,,,
33.7,28.7,40.9,0.0,,,14.7,,,
33.7,26.0,40.2,0.0,,,10.3,,,
33.0,27.4,40.4,0.0,,254.5,10.5,,,
32.1,25.3,41.6,0.0,,,9.4,,,
32.1,25.0,40.9,0.0,,,7.4,,,
32.9,26.3,40.5,0.0,,,9.1,,,
33.1,28.0,40.1,0.0,,225.6,13.5,,,
33.9,28.8,39.2,0.0,,233.7,17.0,,,
32.5,29.4,38.0,0.0,,,10.6,,,
31.7,26.5,38.4,0.0,,,7.8,,,
31.8,25.3,40.7,0.0,,0.7,8.4,,,
33.4,26.0,42.9,0.0,,,9.8,,,
32.1,27.5,38.0,0.0,,231.5,10.9,,,
31.0,,,0.0,,,,,,
30.4,23.7,39.6,0.0,,,8.3,,,
31.4,23.7,40.9,0.0,,,8.9,,,
31.8,24.3,42.2,0.0,,,8.9,,,
31.3,23.6,41.4,0.0,,,11.4,,,
31.2,25.5,38.7,0.0,,229.4,11.0,,,
30.9,25.6,35.3,0.0,,222.5,15.6,,,
30.5,24.5,39.0,0.0,,,7.6,,,
30.7,25.0,40.0,0.0,,,8.1,,,
31.1,24.7,39.2,0.0,,,9.7,,,
29.8,24.9,37.3,0.0,,268.6,9.7,,,
30.3,25.0,38.4,0.0,,7.0,8.0,,,
30.7,25.0,38.1,0.0,,244.1,12.7,,,
